policy,seed,fleet,chargers,sites,battery_kwh,sample_frac,requests,service_rate,lost_rate,wait_mean_min,wait_p50_min,wait_p95_min,trips_per_vehicle_day,util_with_rider,share_charging_or_queued,share_idle,empty_km_share,charge_km_per_vehicle_day,sessions_per_vehicle_day,queue_wait_mean_min,queue_wait_p95_min,grid_mwh_per_day,energy_cost_usd_per_day,avg_price_usd_mwh,peak_charging_mw,depletions,energy_residual_kwh,runtime_s,events,label
threshold_80,1,600,36,6,40.0,0.2,149094,0.9569667458113673,0.04303325418863267,6.5364671150828,6.445589856914012,9.760253081249223,33.970952380952376,0.3278803273829666,0.024671955799168734,0.4927678620356741,0.315850505317898,2.1683039979266368,0.9730952380952381,9.430974293909317,44.18362443212282,15.597442753509993,587.583639052036,37.671793276484905,3.1580697962530295,0,-1.3220414984971285e-07,10.430696375027765,569519,E3_fleet_600
threshold_80,2,600,36,6,40.0,0.2,148774,0.9575396238590076,0.04246037614099238,6.546377747729315,6.457494799567697,9.759932262990235,33.91833333333334,0.3283464736230156,0.026243148230493705,0.4910416910899508,0.3145178596868058,2.1098099730847877,0.979047619047619,11.529103758841034,51.58591935345331,15.705351168536353,590.8073278683722,37.618218244745684,3.269362906158382,0,-1.315711415372789e-07,10.446159292012453,568423,E3_fleet_600
threshold_80,3,600,36,6,40.0,0.2,148559,0.9544759994345681,0.04552400056543192,6.578644347173483,6.500077990224236,9.761863405835175,33.76095238095238,0.326496224308456,0.02717767781973117,0.4936565986005507,0.3138144965993906,2.166432036784746,0.9702380952380952,13.334140886575664,56.76430122028288,15.564438491987096,570.4904491888309,36.653455213468284,3.2530397471851877,0,-1.3659882824867964e-07,10.433579041011399,568038,E3_fleet_600
orchestrated,0,600,36,6,40.0,0.2,149106,0.9772041366544606,0.022795863345539416,6.066148865245307,5.669273857491499,9.624487199033805,34.692142857142855,0.3358821367016325,0.03964542804862955,0.4654095735704238,0.32788575335973774,5.278303761949268,1.318095238095238,18.136944928031877,101.72256517159501,16.26631446097328,470.9065440388351,28.949799610025416,3.7018237408962364,0,-1.089138095267117e-07,10.731937167001888,563635,E3_fleet_600
orchestrated,1,600,36,6,40.0,0.2,149094,0.9777388761452507,0.022261123854749352,6.001400697208608,5.559767790393865,9.5967326299852,34.708333333333336,0.33618517823345456,0.0418894771339202,0.4636883490127988,0.32595646145705504,5.2363857734852015,1.305952380952381,20.98738885942816,113.25387472355865,16.23730303226181,468.00596139653163,28.82288767208773,3.6865576846856096,0,-1.0688745533116162e-07,10.64429966697935,561380,E3_fleet_600
orchestrated,2,600,36,6,40.0,0.2,148774,0.9791899122158442,0.020810087784155832,5.980688260145659,5.558175987612533,9.570567379089212,34.68523809523809,0.33680042933373794,0.04062666219595275,0.46409289187760994,0.3260732415931463,5.3234439372573865,1.3385714285714285,18.676183549886364,103.85405264562756,16.35800406295281,472.66041745726244,28.89474875041336,3.8509645899015323,0,-1.0551229934208095e-07,10.733091083995532,559623,E3_fleet_600
orchestrated,3,600,36,6,40.0,0.2,148559,0.9773625293654373,0.022637470634562697,5.983224988763288,5.549564920631625,9.59352592219099,34.57047619047619,0.3352381611888602,0.03810728241814062,0.4688996648139093,0.32606945682787464,5.2929323159625365,1.331904761904762,16.255691188443212,97.87352968824688,16.281742150682504,472.58449564185287,29.025425612826258,3.684892725045114,0,-1.08628228190355e-07,10.737261166010285,559636,E3_fleet_600
threshold_80,0,650,36,6,40.0,0.2,149106,0.9774187490778372,0.022581250922162757,6.128299498770366,5.756370471630847,9.638239883949863,32.03054945054945,0.3099258054443393,0.03467922205504432,0.5100127705256667,0.3146470422802517,2.1730499184668304,0.949010989010989,26.335424861915715,117.80428107585323,16.526697518344605,560.1406425522839,33.89307766603272,3.1597834088918484,0,-1.4929355529602617e-07,10.425126332993386,559811,E3_fleet_650
threshold_80,1,650,36,6,40.0,0.2,149094,0.9733657960749594,0.026634203925040578,6.1681054120770265,5.785201914179682,9.659337280102287,31.895164835164838,0.30869090856498843,0.03490601308325105,0.5123071625426451,0.3139555220800444,2.2050588834338187,0.9492307692307692,26.21282660545268,109.48672226111505,16.523538182369716,561.8996799975538,34.006014559102695,3.1541102662576526,0,-1.4323450159281492e-07,10.35822654198273,560757,E3_fleet_650
threshold_80,2,650,36,6,40.0,0.2,148774,0.9728581607001223,0.027141839299877665,6.117917045974384,5.744677626243599,9.626832637415404,31.81010989010989,0.3085723619520505,0.03507487222304664,0.512456573437114,0.3130708730901015,2.092999814837684,0.9454945054945055,26.466558459101474,104.13051182153019,16.47325829410997,572.6734946304393,34.76382658524812,3.1565542287111485,0,-1.4561919670086354e-07,10.343329416005872,557535,E3_fleet_650
threshold_80,3,650,36,6,40.0,0.2,148559,0.9754440996506438,0.024555900349356147,6.108911786513601,5.717645446552584,9.626490995325245,31.84857142857143,0.3087354553536858,0.0348766405661625,0.512169525534986,0.313319258279216,2.1681742142926232,0.9463736263736263,26.673993145340052,99.69496253947727,16.47328048830906,549.6495631802097,33.366126654025656,3.198291169886796,0,-1.4358920452650636e-07,10.374163041007705,558829,E3_fleet_650
orchestrated,0,650,36,6,40.0,0.2,149106,0.9870293616621733,0.012970638337826782,5.746926754982852,5.2762836548752,9.409478149479062,32.34549450549451,0.31342204724912326,0.029676382566392916,0.5085368903883087,0.32820738274694705,4.952729427900961,1.3883516483516483,6.8427833223483585,47.267342484656254,17.081454688953777,503.2446668934594,29.46146426386608,3.6687937458143374,0,-1.5083605831023306e-07,10.82869608301553,559465,E3_fleet_650
orchestrated,1,650,36,6,40.0,0.2,149094,0.9884099963781239,0.011590003621876132,5.69463549557704,5.220158572968406,9.372533476714185,32.38813186813187,0.3138396051510916,0.03269749636123763,0.5053911888385321,0.3277640217958593,5.078407673802117,1.354945054945055,10.179814071467252,73.15194719436616,17.090664405873824,500.96900335725957,29.31243581057525,3.728087809393854,0,-1.465177774662152e-07,11.0153543750057,558639,E3_fleet_650
orchestrated,2,650,36,6,40.0,0.2,148774,0.9878406173121648,0.01215938268783524,5.6601725101278575,5.220158572968406,9.297581845035891,32.3,0.3138832580945846,0.03232980033389063,0.5064904488797742,0.32581070047913224,5.062711865494478,1.3542857142857143,9.903037366916882,69.74318996512514,17.1144237911655,501.0240639576597,29.27495953537678,3.5489705400665716,0,-1.4531542547047138e-07,10.545679333998123,554907,E3_fleet_650
